L,v0,C,t,angle,velocity,accel
0.1,0.0,0.0,0.76,1.5646186208598496,-1.1009349478898867,-98.09812805927051
0.1,0.0,0.0,0.78,1.522983473775111,-3.0622389683254156,-97.9878896798749
0.1,0.0,0.0,0.8,1.4421720381985441,-5.016628093215976,-97.28962479250586
0.1,0.0,0.0,0.8200000000000001,1.3224941338873801,-6.943906174130639,-95.0913778921676
0.1,0.0,0.0,0.84,1.1648715665945104,-8.801886634876293,-90.12816163546346
0.1,0.0,0.0,0.86,0.9713371214173282,-10.521181743475227,-80.99536736730906
0.1,0.0,0.0,0.88,0.7455829425169308,-12.00610991889617,-66.55106052532243
0.1,0.0,0.0,0.9,0.4933987190525435,-13.145298326202944,-46.46231483804857
0.1,0.0,0.0,0.92,0.22278855909670586,-13.832964961029667,-21.675206652395204
0.1,0.0,0.0,0.9400000000000001,-0.056409666708484185,-13.995996214704263,5.530853972029218
0.1,0.0,0.0,0.96,-0.3334169839827761,-13.615989675985478,32.105554081719596
0.1,0.0,0.0,0.98,-0.5976998373467121,-12.735196672117747,55.20504662920601
0.1,0.0,0.0,1.0,-0.8400781038770799,-11.44311109850104,73.05460394005222
0.1,0.0,0.0,1.02,-1.053424558272664,-9.850890468264314,85.26087770791963
0.1,0.0,0.0,1.04,-1.2328314979154087,-8.065580139158662,92.55062190485016
0.1,0.0,0.0,1.06,-1.3753385512091845,-6.17293270517594,96.23206467319767
0.1,0.0,0.0,1.08,-1.47942642401893,-4.231056260315885,97.69079288579242
0.1,0.0,0.0,1.1,-1.5444734152237316,-2.2724335408321834,98.0660154295922
0.1,0.0,0.0,1.12,-1.5703046300460548,-0.31059095081251603,98.099988141393
0.1,0.0,0.0,1.1400000000000001,-1.556896539113796,1.6513771461017737,98.0905234915902
0.1,0.0,0.0,1.16,-1.5042580896306594,3.611809394146677,97.88291922845211
0.1,0.0,0.0,1.18,-1.4124924891036115,5.561442863419563,96.87336669127973
0.1,0.0,0.0,1.2,-1.2820378372775418,7.47464821781647,94.0384784770178
0.1,0.0,0.0,1.22,-1.1140729583928897,9.301940476194531,88.04497947270218
0.1,0.0,0.0,1.24,-0.9110420263243467,10.966103668774682,77.51301360193692
0.1,0.0,0.0,1.26,-0.6771912302769156,12.365503137425462,61.47009998957516
0.1,0.0,0.0,1.28,-0.4189387900840526,13.387786761496697,39.906221095336925
0.1,0.0,0.0,1.3,-0.14486541895088617,13.933587527134518,14.161643372595385
0.1,0.0,0.0,1.32,0.134818261309595,13.943444078103592,-13.185642942556498
0.1,0.0,0.0,1.34,0.4092783717582737,13.416239903102543,-39.038640329229246
0.1,0.0,0.0,1.36,0.6682620878713013,12.409565494222516,-60.78500028504604
0.1,0.0,0.0,1.3800000000000001,0.9031174116968919,11.021803952817878,-77.03409570188127
0.1,0.0,0.0,1.4000000000000001,1.1073451363464428,9.365298947317228,-87.75192295116977
0.1,0.0,0.0,1.42,1.2766255718587536,7.542377431414981,-93.88590926574946
0.1,0.0,0.0,1.44,1.40845853807993,5.631247719607769,-96.81019431456201
0.1,0.0,0.0,1.46,1.5016291919173155,3.6823583928744026,-97.86543379846944
0.1,0.0,0.0,1.48,1.5556806904301912,1.7220814270777578,-98.08879314858726
0.1,0.0,0.0,1.5,1.5705029911829624,-0.23987923565100655,-98.09999577945445
0.1,0.0,0.0,1.52,1.5460859094252108,-2.201744807632121,-98.0700513621059
0.1,0.0,0.0,1.54,1.48245081413916,-4.160629833348095,-97.71741713597017
0.1,0.0,0.0,1.56,1.3797630432306793,-6.1035372397544325,-96.31542033728022
0.1,0.0,0.0,1.58,1.2386211785830405,-7.998800970981948,-92.73738944554027
0.1,0.0,0.0,1.6,1.0605029941426924,-9.789309842243243,-85.60218476102914
0.1,0.0,0.0,1.62,0.8483073948375678,-11.390258351194909,-73.59091560841485
0.1,0.0,0.0,1.6400000000000001,0.6068651148078545,-12.69513630795611,-55.945953915651785
0.1,0.0,0.0,1.6600000000000001,0.3432231451115234,-13.592520197192485,-33.01300339250427
0.1,0.0,0.0,1.68,0.06649662815232107,-13.991654060540423,-6.518512814001073
0.1,0.0,0.0,1.7,-0.21281207857894688,-13.848245321877663,20.71963937147662
0.1,0.0,0.0,1.72,-0.4839114926224248,-13.178493329754618,45.64054511804077
0.1,0.0,0.0,1.74,-0.7369116219507108,-12.053854834118539,65.92359529038771
0.1,0.0,0.0,1.76,-0.963732374761028,-10.579411609934155,80.57212464050855
0.1,0.0,0.0,1.78,-1.1585037089995252,-8.866762370600833,89.87966680054765
0.1,0.0,0.0,1.8,-1.3174642196673714,-7.012404812182244,94.96890971685822
0.1,0.0,0.0,1.82,-1.4385307418757924,-5.086738596620224,97.24316046384554
0.1,0.0,0.0,1.84,-1.5207507315279256,-3.132865596032346,97.97717689129145
0.1,0.0,0.0,1.86,-1.5637995724048739,-1.1716446549809874,98.09759878803956
0.1,0.0,0.0,1.8800000000000001,-1.567612569719869,0.7903488127930719,98.09950281445798
0.1,0.0,0.0,1.9000000000000001,-1.5321874947038798,2.7519393479743184,98.02689309607621
0.1,0.0,0.0,1.92,-1.457567004707291,4.708306694423294,97.47180746191897
0.1,0.0,0.0,1.94,-1.3440014383628185,6.64203857151306,95.58786364107215
0.1,0.0,0.0,1.96,-1.1922853072814061,8.514881870407821,91.15607971737413
0.1,0.0,0.0,1.98,-1.004238755379835,10.261897985732205,82.77223089625119
0.1,0.0,0.0,2.0,-0.7832568525178005,11.79114474249366,69.21847962934126
0.1,0.0,0.2,0.0,1.5707963267948966,0.0,-98.1
0.1,0.0,0.2,0.02,1.5520202522996713,-1.8367559894279355,-85.83766844374222
0.1,0.0,0.2,0.04,1.4988646928914884,-3.4423662289633272,-74.89720867246574
0.1,0.0,0.2,0.06,1.4157262715093135,-4.837433885592136,-64.67331072840926
0.1,0.0,0.2,0.08,1.3067169035636834,-6.029630308822265,-54.5016514783779
0.1,0.0,0.2,0.1,1.1759251441192156,-7.013867436976389,-43.79170877944306
0.1,0.0,0.2,0.12,1.0276483158878444,-7.775010028556006,-32.1486293853065
0.1,0.0,0.2,0.14,0.866546969729273,-8.292867730269753,-19.47600726724
0.1,0.0,0.2,0.16,0.6976815316342239,-8.548827655719016,-6.03144400615961
0.1,0.0,0.2,0.18,0.5264100252026883,-8.532849373732939,7.597021038552931
0.1,0.0,0.2,0.2,0.3581567119392907,-8.249074471222432,20.60502113920728
0.1,0.0,0.2,0.22,0.1980963871356738,-7.718436934113465,32.14984204485985
0.1,0.0,0.2,0.24,0.05082347494008898,-6.977552418770436,41.533379357131814
0.1,0.0,0.2,0.26,-0.07992291205754021,-6.074430179548026,48.328294511464414
0.1,0.0,0.2,0.28,-0.19142870922906352,-5.062535883887179,52.414912021674034
0.1,0.0,0.2,0.3,-0.28205431190891905,-3.9949679760697183,53.93723120129312
0.1,0.0,0.2,0.32,-0.3511800066184379,-2.920034866673814,53.213891094475365
0.1,0.0,0.2,0.34,-0.39908170705584994,-1.878724758208485,50.64378165246062
0.1,0.0,0.2,0.36,-0.42677385020067954,-0.9038794191070841,46.633001899259185
0.1,0.0,0.2,0.38,-0.435848356831111,-0.020523591849232026,41.55264260983667
0.1,0.0,0.2,0.4,-0.4283266662248494,0.7532489126869502,35.724098712994795
0.1,0.0,0.2,0.42,-0.40653104338717283,1.405295041586421,29.422606336464597
0.1,0.0,0.2,0.44,-0.37297407916133085,1.9286101208007085,22.888928964958907
0.1,0.0,0.2,0.46,-0.33026199035282283,2.320761633599747,16.341190244490054
0.1,0.0,0.2,0.48,-0.28100711939954226,2.5835176215206204,9.981975301211477
0.1,0.0,0.2,0.5,-0.2277468865837276,2.722553018317329,3.9989751201028625
0.1,0.0,0.2,0.52,-0.17286888238958098,2.747109860722324,-1.4399655977059638
0.1,0.0,0.2,0.54,-0.11854400463172486,2.6695227095469822,-6.19486890690245
0.1,0.0,0.2,0.56,-0.0666707322934548,2.504578723238766,-10.161636904318115
0.1,0.0,0.2,0.58,-0.018833673800386107,2.2687399208296712,-13.277458628986409
0.1,0.0,0.2,0.6,0.023721505945439415,1.9792967695626624,-15.522173291359973
0.1,0.0,0.2,0.62,0.0600962542833063,1.6535366862188052,-16.915472470203486
0.1,0.0,0.2,0.64,0.0897314540778422,1.308003028592264,-17.51086781699933
0.1,0.0,0.2,0.66,0.11238628354257506,0.9578952113847216,-17.387868077084935
0.1,0.0,0.2,0.68,0.12810668493716135,0.6166310497689456,-16.64379341033277
0.1,0.0,0.2,0.7000000000000001,0.13718668940259465,0.2955671920286721,-15.38628815721112
0.1,0.0,0.2,0.72,0.14012556621933153,0.0038572327523803043,-13.727091849972188
0.1,0.0,0.2,0.74,0.13758328814984822,-0.2515794220161639,-11.777183806128821
0.1,0.0,0.2,0.76,0.1303362631196346,-0.4660040456759907,-9.643124094302905
0.1,0.0,0.2,0.78,0.11923479918717725,-0.6367413309810626,-7.424295526237628
0.1,0.0,0.2,0.8,0.10516342042796688,-0.763013671407871,-5.210768566626422
0.1,0.0,0.2,0.8200000000000001,0.0890049018682475,-0.8457372854976996,-3.0816087209016105
0.1,0.0,0.2,0.84,0.07160868071901916,-0.8872883508509695,-1.103553803454255
0.1,0.0,0.2,0.86,0.05376419556143164,-0.8912464228389129,0.6699158235334668
0.1,0.0,0.2,0.88,0.03617950880186379,-0.8621236740987918,2.199055590275294
0.1,0.0,0.2,0.9,0.01946540933300047,-0.8050896154985163,3.457828034661941
0.1,0.0,0.2,0.92,0.004124978514739175,-0.725701612631702,4.433351506160751
0.1,0.0,0.2,0.9400000000000001,-0.009451597003210622,-0.6296513703184392,5.124863663297017
0.1,0.0,0.2,0.96,-0.020987378881105932,-0.5225363430457164,5.542286347363972
0.1,0.0,0.2,0.98,-0.03031476444395007,-0.4096628403162091,5.704508523411035
0.1,0.0,0.2,1.0,-0.03736799521721845,-0.29588525545095495,5.637515626235497
0.1,0.0,0.2,1.02,-0.04217282662575689,-0.1854832191645615,5.372482841365834
0.1,0.0,0.2,1.04,-0.04483411819699603,-0.08207643103936824,4.943929872144783
0.1,0.0,0.2,1.06,-0.04552208334105948,0.011424840033910854,4.388008581042428
0.1,0.0,0.2,1.08,-0.04445788000000036,0.09283674220366508,3.7409698621875584
0.1,0.0,0.2,1.1,-0.041899151198577005,0.16069017820560264,3.0378363495619265
0.1,0.0,0.2,1.12,-0.03812606275881524,0.2141948271714591,2.311295192365625
0.1,0.0,0.2,1.1400000000000001,-0.03342825517378395,0.2531832361238029,1.5908128823042111
0.1,0.0,0.2,1.16,-0.028093057635975253,0.27803925903068993,0.9019714025326941
0.1,0.0,0.2,1.18,-0.02239530082376142,0.2896157358749641,0.26602379396293885
0.1,0.0,0.2,1.2,-0.016588807131538385,0.2891450864234376,-0.30034656741502586
0.1,0.0,0.2,1.22,-0.010899722511875038,0.2781471541152712,-0.7850727543348603
0.1,0.0,0.2,1.24,-0.005521686758338091,0.25833791296244507,-1.1805780346220993
0.1,0.0,0.2,1.26,-0.0006127895258079413,0.23154211392395535,-1.4834994441068956
0.1,0.0,0.2,1.28,0.0037057823393639106,0.1996129101297055,-1.6942891496247774
0.1,0.0,0.2,1.3,0.007349593784640303,0.16436021903082296,-1.8167234528870146
0.1,0.0,0.2,1.32,0.010269446172726305,0.12748984981691827,-1.8573472941863858
0.1,0.0,0.2,1.34,0.012448796968745719,0.09055389120525015,-1.8248880481375842
0.1,0.0,0.2,1.36,0.013900286424025514,0.05491299971278578,-1.729660850787909
0.1,0.0,0.2,1.3800000000000001,0.014661626608598058,0.021710506552529537,-1.5829907507234655
0.1,0.0,0.2,1.4000000000000001,0.01479109134384342,-0.008142308573899203,-1.3966710966074711
0.1,0.0,0.2,1.42,0.014362815690737371,-0.03397058285149973,-1.182473223805413
0.1,0.0,0.2,1.44,0.013462097274244059,-0.0553310175061561,-0.9517184036683064
0.1,0.0,0.2,1.46,0.012180891611817266,-0.07199923251301389,-0.7149210340879553
0.1,0.0,0.2,1.48,0.01061360817963321,-0.08395065544666064,-0.4815043780149385
0.1,0.0,0.2,1.5,0.008853338253479275,-0.09133642296651745,-0.2595916503679201
0.1,0.0,0.2,1.52,0.006988621424611315,-0.09445594784929524,-0.055871862026103725
0.1,0.0,0.2,1.54,0.005100773798445608,-0.09372750877131558,0.12446631867630498
0.1,0.0,0.2,1.56,0.0032618077189900886,-0.08965806229787028,0.27773764549047053
0.1,0.0,0.2,1.58,0.0015329578169592244,-0.08281363646909634,0.4017078068493297
0.1,0.0,0.2,1.6,-3.621610285347817e-05,-0.0737912454808197,0.49549443622794753
0.1,0.0,0.2,1.62,-0.0014081894776682604,-0.06319311119680386,0.5594307500816188
0.1,0.0,0.2,1.6400000000000001,-0.0025573411172245325,-0.0516039931741606,0.5949015113072265
0.1,0.0,0.2,1.6600000000000001,-0.0034694068834423097,-0.03957195824591875,0.6041611874546905
0.1,0.0,0.2,1.68,-0.004140586763090766,-0.027592846186830923,0.5901427087166606
0.1,0.0,0.2,1.7,-0.004576371465966678,-0.016098699608477658,0.5562651378241427
0.1,0.0,0.2,1.72,-0.004790187996842335,-0.005449858134126075,0.5062480329399462
0.1,0.0,0.2,1.74,-0.004801914942147174,0.004069276884963946,0.44393753291613597
0.1,0.0,0.2,1.76,-0.004636349014904359,0.012251168545211463,0.3731497519267235
0.1,0.0,0.2,1.78,-0.004321683482942675,0.01896314957823999,0.29753483278536014
0.1,0.0,0.2,1.8,-0.0038880519680347518,0.024142937340438615,0.22046402148291608
0.1,0.0,0.2,1.82,-0.003366182874540068,0.027792123206952447,0.1449410949774843
0.1,0.0,0.2,1.84,-0.002786199907635024,0.02996814736843536,0.0735382081817714
0.1,0.0,0.2,1.86,-0.002176593549954523,0.030775224120261457,0.008355497851863514
0.1,0.0,0.2,1.8800000000000001,-0.0015633833402669349,0.030354680027842768,-0.04899669031489881
0.1,0.0,0.2,1.9000000000000001,-0.0009694725523061821,0.028875152615083045,-0.09739577495052429
0.1,0.0,0.2,1.92,-0.000414197887743069,0.026522999521542624,-0.1361871851845159
0.1,0.0,0.2,1.94,8.693009971977598e-05,0.02349326981489927,-0.16514964153776457
0.1,0.0,0.2,1.96,0.0005223204269579799,0.01998148653484045,-0.18444954178699308
0.1,0.0,0.2,1.98,0.0008842364419733176,0.016176417602376727,-0.19458636766966625
0.1,0.0,0.2,2.0,0.0011685982405555933,0.012254016385558513,-0.1963329038765308
0.1,5.0,0.0,0.0,1.5707963267948966,5.0,-98.1
0.1,5.0,0.0,0.02,1.6511890741304847,3.040382747966305,-97.78316085220379
0.1,5.0,0.0,0.04,1.6924708528589687,1.0891825499480514,-97.37472539270354
0.1,5.0,0.0,0.06,1.6947893187904437,-0.8572420816621055,-97.34685810469648
0.1,5.0,0.0,0.08,1.6581547517393256,-2.807503003394712,-97.72591319350288
0.1,5.0,0.0,0.1,1.5824294469924363,-4.766302642784769,-98.09336216359316
0.1,5.0,0.0,0.12,1.4674954859245974,-6.725444664330758,-97.5770496089518
0.1,5.0,0.0,0.14,1.3136030833785388,-8.654873689513252,-94.87326862376183
0.1,5.0,0.0,0.16,1.1218876861203406,-10.495112710046472,-88.38037655804104
0.1,5.0,0.0,0.18,0.8949994340778188,-12.154295175171915,-76.53847613589227
0.1,5.0,0.0,0.2,0.6377077099357245,-13.514413315514547,-58.40434883084673
0.1,5.0,0.0,0.22,0.3572559322321576,-14.450326023418866,-34.30603557227777
0.1,5.0,0.0,0.24,0.06321774042200445,-14.85961183093561,-6.197530356043425
0.1,5.0,0.0,0.26,-0.23327344034016667,-14.693055841462709,22.677142809295812
0.1,5.0,0.0,0.28,-0.5207867812592536,-13.971018538362824,48.81090752605959
0.1,5.0,0.0,0.3,-0.7889562846686449,-12.776534690918357,69.61355243370367
0.1,5.0,0.0,0.32,-1.029494315817755,-11.229091963959064,84.07548115073666
0.1,5.0,0.0,0.34,-1.2365991654124442,-9.452816295839972,92.67251487076015
0.1,5.0,0.0,0.36,-1.4067849302013826,-7.552149837666123,96.78352288821029
0.1,5.0,0.0,0.38,-1.5383517956514314,-5.600402113094356,98.04837216422993
0.1,5.0,0.0,0.4,-1.6307449320708214,-3.6393859486609,97.92377516618797
0.1,5.0,0.0,0.42,-1.6839786853699423,-1.6855280557743368,97.47232790159046
0.1,5.0,0.0,0.44,-1.6982132974593012,0.26149926095612697,97.30474590159015
0.1,5.0,0.0,0.46,-1.6735104165422998,2.209731804859086,97.58296826827875
0.1,5.0,0.0,0.48,-1.6097681174691785,4.166013973424952,98.0255122654101
0.1,5.0,0.0,0.5,-1.5068338081972903,6.127062411305194,97.89939486136326
0.1,5.0,0.0,0.52,-1.3647973525768806,8.07042473062137,96.0258852066322
0.1,5.0,0.0,0.54,-1.1844597643634869,9.94623942430783,90.86960294851467
0.1,5.0,0.0,0.56,-0.9679385453801124,11.672410458947667,80.80679682988827
0.1,5.0,0.0,0.58,-0.7193001116598634,13.137533598662001,64.63400221742495
0.1,5.0,0.0,0.6,-0.4450185719117943,14.21585833992464,42.229562520711994
0.1,5.0,0.0,0.62,-0.15400708081231979,14.794519971344732,15.048442659785154
0.1,5.0,0.0,0.64,0.14296118894972437,14.805351855203938,-13.976769563433564
0.1,5.0,0.0,0.66,0.43439699836860285,14.247025112917886,-41.28670745373647
0.1,5.0,0.0,0.68,0.7094770939831193,13.185501633485707,-63.905982446721495
0.1,5.0,0.0,0.7000000000000001,0.9592044840986313,11.732537812069674,-80.31790986370693
0.1,5.0,0.0,0.72,1.177011185289987,10.013955576557452,-90.59175665867949
0.1,5.0,0.0,0.74,1.3587473102780927,8.14204686854236,-95.90272913713271
0.1,5.0,0.0,0.76,1.5022336407433743,6.200117675270691,-97.86951401496691
0.1,5.0,0.0,0.78,1.6066315209725053,4.239178790422504,-98.03701863628174
0.1,5.0,0.0,0.8,1.6718339974200143,2.282568211839607,-97.59969347296568
0.1,5.0,0.0,0.8200000000000001,1.6979910035447698,0.33412273495504696,-97.30751457118737
0.1,5.0,0.0,0.84,1.6852094914784777,-1.6127856592089111,-97.45861736063291
0.1,5.0,0.0,0.86,1.6334338571544247,-3.5663074573752915,-97.90761718958846
0.1,5.0,0.0,0.88,1.5425042724235734,-5.527219757697086,-98.06074102010676
0.1,5.0,0.0,0.9,1.4123944304501508,-7.479882816981943,-96.87184976558058
0.1,5.0,0.0,0.92,1.2436283556628478,-9.383566601796963,-92.89640789956434
0.1,5.0,0.0,0.9400000000000001,1.037851603948542,-11.166185360118691,-84.49496973718541
0.1,5.0,0.0,0.96,0.7984725174668301,-12.72433376617516,-70.26815172204023
0.1,5.0,0.0,0.98,0.5312002989457979,-13.934258238885523,-49.69437997470495
0.1,5.0,0.0,1.0,0.24423311973209996,-14.67574074295753,-23.721784115254387
0.1,5.0,0.0,1.02,-0.05212572549938132,-14.863832096019227,5.111218329787999
0.1,5.0,0.0,1.04,-0.3464615566003254,-14.475559449430666,33.3119887317314
0.1,5.0,0.0,1.06,-0.6276051134162517,-13.557704844198371,57.60509852546886
0.1,5.0,0.0,1.08,-0.8859068575638012,-12.211209557946026,75.97736817239483
0.1,5.0,0.0,1.1,-1.1140300842317152,-10.560948766549673,88.04312452475554
0.1,5.0,0.0,1.12,-1.307117082472847,-8.725620629360662,94.70942632158972
0.1,5.0,0.0,1.1400000000000001,-1.4624487310799177,-6.798251257272036,97.52475523986882
0.1,5.0,0.0,1.16,-1.5788447293146608,-4.839515485288808,98.0968227159392
0.1,5.0,0.0,1.18,-1.6560320943880322,-2.880446913441611,97.74386077042435
0.1,5.0,0.0,1.2,-1.694122351930227,-0.9298993187419973,97.35492847305996
0.1,5.0,0.0,1.22,-1.6932565873411252,1.0165110519665739,97.36533971984173
0.1,5.0,0.0,1.24,-1.6534309634852582,2.967409606132196,97.76525344929401
0.1,5.0,0.0,1.26,-1.574500669574695,4.926783898418978,98.09932692904582
0.1,5.0,0.0,1.28,-1.4563624114868226,6.88498032605547,97.45838494386365
0.1,5.0,0.0,1.3,-1.2993173002443472,8.80978499189518,94.50712080488638
0.1,5.0,0.0,1.32,-1.1046002439016163,10.639089865151023,87.63121686007814
0.1,5.0,0.0,1.34,-0.8750137499925816,12.278497436333785,75.29688218640698
0.1,5.0,0.0,1.36,-0.615521475026721,13.608522480287942,56.64140677284965
0.1,5.0,0.0,1.3800000000000001,-0.33357104440888025,14.504663996538063,32.11983473104146
0.1,5.0,0.0,1.4000000000000001,-0.03890097708856856,14.867802845004462,3.8152234284302295
0.1,5.0,0.0,1.42,0.25727915189361733,14.654086307319368,-24.96156493484591
0.1,5.0,0.0,1.44,0.543576477269207,13.889585467947681,-50.737346733620974
0.1,5.0,0.0,1.46,0.8097642429160218,12.661479892554109,-71.0366232701278
0.1,5.0,0.0,1.48,1.0477515911513708,11.090799295505402,-84.98425473041904
0.1,5.0,0.0,1.5,1.251939211761907,9.30080938657179,-93.1552019540755
0.1,5.0,0.0,1.52,1.4190102010515142,7.393659872784247,-96.97210364459848
0.1,5.0,0.0,1.54,1.5473824814255561,5.439978446006813,-98.0731116184011
0.1,5.0,0.0,1.56,1.6365676877132451,3.4792167441352317,-97.88789246151347
0.1,5.0,0.0,1.58,1.6866056304058692,1.5260926745838006,-97.4428863804307
0.1,5.0,0.0,1.6,1.697655212727912,-0.420690137178345,-97.31168772639232
0.1,5.0,0.0,1.62,1.6697647354363816,-2.3694027243297535,-97.61995972783464
0.1,5.0,0.0,1.6400000000000001,1.6028214675229433,-4.326399087913891,-98.04969814661676
0.1,5.0,0.0,1.6600000000000001,1.4966791894867566,-6.287166241342577,-97.83067450587573
0.1,5.0,0.0,1.68,1.3514660913003758,-8.227295310495405,-95.74985684241466
0.1,5.0,0.0,1.7,1.1680668249449535,-10.094396008248438,-90.25147479259715
0.1,5.0,0.0,1.72,0.948735369771584,-11.803725422056518,-79.72383349538066
0.1,5.0,0.0,1.74,0.6977219647757352,-13.241961966938678,-63.02666798207951
0.1,5.0,0.0,1.76,0.4217065385630726,-14.28325018786595,-40.15410365157954
0.1,5.0,0.0,1.78,0.12978487684850004,-14.817215908910558,-12.696183589991156
0.1,5.0,0.0,1.8,-0.16716228418665866,-14.780565926329354,16.322354978003805
0.1,5.0,0.0,1.82,-0.4576482765675604,-14.177793867031964,43.34446609445229
0.1,5.0,0.0,1.84,-0.7309616996455549,-13.079652200370704,65.49018272203567
0.1,5.0,0.0,1.86,-0.978290364541656,-11.600267827260327,81.37825185648802
0.1,5.0,0.0,1.8800000000000001,-1.193271987779963,-9.865255841130397,91.19180409490953
0.1,5.0,0.0,1.9000000000000001,-1.3719387917000914,-7.984935142001771,96.16673456182973
0.1,5.0,0.0,1.92,-1.512245667637837,-6.039954723713118,97.93189581882821
0.1,5.0,0.0,1.94,-1.6134353517513937,-4.07881534479997,98.01083636982516
0.1,5.0,0.0,1.96,-1.6754374870762339,-2.122929130981912,97.56340356480894
0.1,5.0,0.0,1.98,-1.6984072963329904,-0.1749364437512999,97.30232571739901
0.1,5.0,0.0,2.0,-1.6824405061676344,1.7722486425297026,97.48925483997134
0.1,5.0,0.2,0.0,1.5707963267948966,5.0,-131.43333333333334
0.1,5.0,0.2,0.02,1.6456514592995024,2.541116678551066,-114.76606475094462
0.1,5.0,0.2,0.04,1.6745285852662786,0.39512712762068297,-100.20685724557374
0.1,5.0,0.2,0.06,1.6632503556225458,-1.4816300285134072,-87.8034980282931
0.1,5.0,0.2,0.08,1.6167923970556546,-3.1286533195086585,-77.13855742991751
0.1,5.0,0.2,0.1,1.5394428013605874,-4.574405458854148,-67.5557492710872
0.1,5.0,0.2,0.12,1.435059715989368,-5.833124718531306,-58.310170395897686
0.1,5.0,0.2,0.14,1.3073653720874239,-6.904264919440347,-48.68733893279335
0.1,5.0,0.2,0.16,1.1602280427452891,-7.774255751945208,-38.11894457418499
0.1,5.0,0.2,0.18,0.9978854815938981,-8.420596349224963,-26.298732947276477
0.1,5.0,0.2,0.2,0.8250641860838737,-8.81809962637736,-13.276079086427814
0.1,5.0,0.2,0.22,0.6469585469179374,-8.946460906377721,0.5120853080458829
0.1,5.0,0.2,0.24,0.4690581819783424,-8.797548750856201,14.30457418967628
0.1,5.0,0.2,0.26,0.2968488224229576,-8.380438167887926,27.17452262635386
0.1,5.0,0.2,0.28,0.13544863760322604,-7.722667213430488,38.237529005741536
0.1,5.0,0.2,0.3,-0.010739249732286085,-6.867440493343827,46.83643677046758
0.1,5.0,0.2,0.32,-0.13828624187206678,-5.867906784201922,52.64206329826615
0.1,5.0,0.2,0.34,-0.24487002337314706,-4.780451885171907,55.65208455840762
0.1,5.0,0.2,0.36,-0.329278146620376,-3.658842817975563,56.113905393485666
0.1,5.0,0.2,0.38,-0.39131271555858876,-2.5502929129826644,54.41751148807385
0.1,5.0,0.2,0.4,-0.4316376574855218,-1.4936210970233925,50.998473959297385
0.1,5.0,0.2,0.42,-0.45160668507022905,-0.5190555724615602,46.27235893847689
0.1,5.0,0.2,0.44,-0.4530980940087926,0.35100162260490425,40.603569468181085
0.1,5.0,0.2,0.46,-0.4383691338499029,1.10087034819063,34.300720983364805
0.1,5.0,0.2,0.48,-0.4099321963282514,1.7205649383846988,27.62704179680584
0.1,5.0,0.2,0.5,-0.3704490151813228,2.2050355155916055,20.81530104554852
0.1,5.0,0.2,0.52,-0.32263715120911673,2.5536883221906423,14.079854697970976
0.1,5.0,0.2,0.54,-0.2691840700711952,2.770083342272819,7.621980106099979
0.1,5.0,0.2,0.56,-0.21266670103177415,2.8616645425499696,1.6279357264602012
0.1,5.0,0.2,0.58,-0.15547718208502126,2.8393928082547375,-3.7383490103387444
0.1,5.0,0.2,0.6,-0.09975760709110165,2.7172056453822395,-8.344706366658805
0.1,5.0,0.2,0.62,-0.04734742658845412,2.5112955075610297,-12.09892273674558
0.1,5.0,0.2,0.64,0.000253254931489204,2.2392581171896997,-14.953231756444845
0.1,5.0,0.2,0.66,0.041902824879672174,1.9191979750273471,-16.904117442911236
0.1,5.0,0.2,0.68,0.07681970916062178,1.5688818920355885,-17.98781626343404
0.1,5.0,0.2,0.7000000000000001,0.10456812775837873,1.2050148033081265,-18.272880991506057
0.1,5.0,0.2,0.72,0.12503096786420262,0.8426797977146961,-17.851470901724817
0.1,5.0,0.2,0.74,0.13837320642257264,0.494952562292691,-16.830818215061687
0.1,5.0,0.2,0.76,0.14499926498655835,0.17267642024376206,-15.325812141413353
0.1,5.0,0.2,0.78,0.1455072534125299,-0.11562913891676224,-13.453083960037565
0.1,5.0,0.2,0.8,0.14064245449686696,-0.3637562582408098,-11.326543147008252
0.1,5.0,0.2,0.8200000000000001,0.1312518879547882,-0.5677198967795573,-9.054074004819425
0.1,5.0,0.2,0.84,0.11824122685284782,-0.7256111534642248,-6.735046891119655
0.1,5.0,0.2,0.86,0.10253511550166904,-0.8374067666247597,-4.458367051967604
0.1,5.0,0.2,0.88,0.08504166098188065,-0.9047436085469951,-2.3009108058386873
0.1,5.0,0.2,0.9,0.06662172322297247,-0.9306654387979134,-0.32632120894944716
0.1,5.0,0.2,0.92,0.04806348346210321,-0.9193495501690531,1.4157844268578632
0.1,5.0,0.2,0.9400000000000001,0.030062608107358377,-0.8758223551038998,2.8901180448946975
0.1,5.0,0.2,0.96,0.01320812540299222,-0.8056742613223,4.075482313749596
0.1,5.0,0.2,0.98,-0.0020260796796113616,-0.7147847916084212,4.963990224642198
0.1,5.0,0.2,1.0,-0.015284462557579457,-0.6090682757109959,5.559802568424741
0.1,5.0,0.2,1.02,-0.026328209398638412,-0.49424875017173364,5.877490631902805
0.1,5.0,0.2,1.04,-0.03502947018844925,-0.3756702781750566,5.940156811275845
0.1,5.0,0.2,1.06,-0.04136219161315112,-0.25814601201524545,5.777447522906367
0.1,5.0,0.2,1.08,-0.04539030959259151,-0.1458473735017309,5.4235763529123915
